,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
52,Der Grund wieso du vor dem Schlafen nicht vom Handy wegkommst 😴😖! Revenge bedtime procrastination,youtube,www.youtube.com/watch?v=s3BtIOr8fUo,s3BtIOr8fUo,https://www.youtube.com/watch?v=s3BtIOr8fUo,People & Blogs,20401,4735.0,5381.0,5825.0,6374.0,13018.0,1387,3.441999912261963,3.700000047683716,3.909899950027466,4.143400192260742,3.865999937057495,383.0,440.0,476.0,515.0,921.0,1381,6,,,,,,,,,,,,henryhildebrandt99,https://www.tiktok.com/@henryhildebrandt99,,"Entertainment,Health",2024-01-04 15:17,Henry Hildebrandt,43800.0,DE,General Interest,h5WGHksl3i1KE_vrWjJt3w,49,False,,,,nan,nan,nan,,,nan,nan
53,LA PROCRASTINATION DÉGUISÉE,youtube,www.youtube.com/watch?v=san95swuvkI,san95swuvkI,https://www.youtube.com/watch?v=san95swuvkI,Howto & Style,15866,8477.0,10756.0,12197.0,14585.0,,1344,4.433700084686279,4.401500225067139,4.402400016784668,4.375699996948242,,887.0,1051.0,1133.0,1270.0,,1252,92,,,,,,,,,,,,,,,"Health,Knowledge",2024-03-10 08:00,Emilio,718000.0,FR,News & Politics,5TrH3R5Cvus2xLmHy0nhbQ,713,False,,,,nan,nan,nan,,,nan,nan
54,आलस्य और कमज़ोरी दूर करने के तरीक़े | Buddhist Story on laziness | Laziness and Procrastination,youtube,www.youtube.com/watch?v=D6yoGGdhsAk,D6yoGGdhsAk,https://www.youtube.com/watch?v=D6yoGGdhsAk,Education,27749,7900.0,10229.0,11557.0,16069.0,25240.0,1318,2.795599937438965,2.649699926376342,2.724200010299682,2.80839991569519,2.63700008392334,519.0,599.0,658.0,880.0,1218.0,1201,117,,,,,,,,,,,,,,,Religion,2024-01-18 15:18,Buddha Inspired   ,1070000.0,IN,People & Blogs,rH9jDcskysTUad3OaVJXlw,923,False,,,,nan,nan,nan,,,nan,nan
55,8 things that (quickly) cured my procrastination,youtube,www.youtube.com/watch?v=fFY7UjoOGwk,fFY7UjoOGwk,https://www.youtube.com/watch?v=fFY7UjoOGwk,Education,18211,5680.0,8503.0,10445.0,15805.0,,1276,3.767299890518188,3.734800100326538,3.72979998588562,3.72950005531311,,505.0,705.0,822.0,1173.0,,1177,99,,,,,,,,,,,https://www.facebook.com/2454286231270500?brand_redir=DISABLE,muhammad.andalusi,,remedy,Religion,2024-03-03 17:00,Muhammad Al Andalusi,79200.0,AE,Education,7k9t21Hh7cTBMnwNiLShug,457,True,"Health & Fitness,Health & Fitness/Health,People & Lifestyles",,,nan,nan,nan,,,nan,nan
56,Procrastination ही हमारी generation का दुश्मन है 🤧#Shorts #TMKOC #TaarakMehtaKaOoltaChashmah #Bagha,youtube,www.youtube.com/watch?v=5rQrIG1MOSY,5rQrIG1MOSY,https://www.youtube.com/watch?v=5rQrIG1MOSY,Entertainment,33885,20578.0,22779.0,23535.0,25773.0,,1275,1.455800056457519,1.639899969100952,1.766000032424926,1.878999948501587,,713.0,833.0,877.0,954.0,,1267,8,,,,,,,,,,,https://www.facebook.com/621805291226782?brand_redir=DISABLE,sonypalindia,,,"Entertainment,Film,Television program",2024-02-20 09:30,Sony PAL,41900000.0,IN,Entertainment,w7xjxzbMwgBSmbeYwqYRMg,22,False,,,,nan,nan,nan,,,nan,nan
57,Conquering Procrastination: How to Get Things Done When You Have No Motivation,youtube,www.youtube.com/watch?v=j2idQsrDfXQ,j2idQsrDfXQ,https://www.youtube.com/watch?v=j2idQsrDfXQ,Entertainment,11747,,4149.0,4799.0,8010.0,11747.0,1255,,6.64169979095459,6.650100231170654,6.203800201416016,5.8379998207092285,,609.0,667.0,969.0,1255.0,1157,98,,,,,,,,,,,,,,"procrastination,exertion,focusing","Lifestyle,Religion",2024-01-23 23:00,Kylia Jackson | Organize My Thoughts Podcast ,31400.0,US,People & Blogs,h53UmxVSveYsS_La9X5soA,795,False,"Health & Fitness,Health & Fitness/Health",,,nan,nan,nan,,,nan,nan
58,TTID 262 v1 DK 2023 34W Procrastination EN VIDEO 9x16 step,youtube,www.youtube.com/watch?v=Puv8hQpvngc,Puv8hQpvngc,https://www.youtube.com/watch?v=Puv8hQpvngc,People & Blogs,35556,,,,,,1211,,,,,,,,,,,1210,1,,,,,,,,,,,,,,,,2024-01-06 12:21,Today Is The Day,128.0,,General Interest,DTdpXmngT4PmA0SBapu1MA,45,False,,,,nan,nan,nan,,,nan,nan
59,How a Single Sound From UNDERTALE Stopped My Procrastination.,youtube,www.youtube.com/watch?v=z9Y0bhOeOaY,z9Y0bhOeOaY,https://www.youtube.com/watch?v=z9Y0bhOeOaY,Gaming,10941,4627.0,8676.0,9229.0,10928.0,,1113,5.549600124359131,4.807700157165527,4.965799808502197,5.118000030517578,,606.0,926.0,967.0,1113.0,,1059,54,,,,,,,,,,,,,,"humor,Curious","Action-adventure game,Role-playing video game,Strategy video game,Video game culture",2024-03-13 23:30,MingREEEEEE,9860.0,US,General Interest,KYoK3Pxf5XaqJ69B0wYKTQ,253,False,"Music,Pop Culture & Entertainment,Pop Culture & Entertainment/Humor",,,nan,nan,nan,,,nan,nan
60,How to Stop Procrastination & Increase Motivation #snehdesaireels #ytshorts,youtube,www.youtube.com/watch?v=nr9uvFPkpEM,nr9uvFPkpEM,https://www.youtube.com/watch?v=nr9uvFPkpEM,Education,6382,1695.0,2306.0,2782.0,4999.0,6033.0,1092,7.757500171661377,8.300200462341309,8.788599967956543,8.955599784851074,9.401800155639648,309.0,423.0,511.0,873.0,1038.0,1083,9,,,,,,,,,,,https://www.facebook.com/171708226216780?brand_redir=DISABLE,coachsnehdesai,https://www.tiktok.com/@snehworld,,,2024-01-23 14:12,Sneh Desai,682000.0,IN,Education,Jxd466Km0gvZK_XzX-VIbQ,61,False,,,,nan,nan,nan,,,nan,nan
61,Parents Sacrifice Everything For Children❤️ #PW #Shorts #Procrastination,youtube,www.youtube.com/watch?v=peF2F4fXTGY,peF2F4fXTGY,https://www.youtube.com/watch?v=peF2F4fXTGY,Education,7483,4258.0,5356.0,5866.0,6863.0,7409.0,1088,7.045599937438965,7.003600120544434,7.316500186920166,7.68149995803833,8.01710033416748,705.0,829.0,897.0,1028.0,1087.0,1064,24,,,,,,,,,,,,,,,Knowledge,2024-01-13 12:56,CA Wallah by PW,249000.0,IN,Education,2amkJX5zDyQJ0mDajAWRSA,56,False,,,,nan,nan,nan,,,nan,nan
62,ASMR: waking you up from your procrastination nap,youtube,www.youtube.com/watch?v=osZ2gjEgJi8,osZ2gjEgJi8,https://www.youtube.com/watch?v=osZ2gjEgJi8,People & Blogs,27808,14600.0,19224.0,21010.0,24170.0,,1068,2.275399923324585,2.122900009155273,2.1338999271392822,2.087399959564209,,784.0,906.0,946.0,1004.0,,1034,34,,,,,,,,,,,,,,"Instagram,autonomous sensory meridian response",Lifestyle,2024-03-03 20:00,Before Knightfalls,148000.0,US,Entertainment,OFQ5mWaf987GB6Jllnugww,719,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos/ASMR Videos",,,nan,nan,nan,,,nan,nan
63,Pourquoi la PROCRASTINATION est la clé de la PRODUCTIVITÉ,youtube,www.youtube.com/watch?v=x4XZ_7vNBiA,x4XZ_7vNBiA,https://www.youtube.com/watch?v=x4XZ_7vNBiA,Education,11492,5057.0,7003.0,7914.0,9724.0,11492.0,1040,4.528200149536133,4.527200222015381,4.593200206756592,4.901800155639648,4.918399810791016,545.0,707.0,767.0,939.0,1040.0,971,69,,,,,,,,,,,,,https://www.tiktok.com/@iamjustjoff,,Knowledge,2024-02-18 17:08,Joff,82000.0,FR,General Interest,wil85bc804ArFU2XSPQ8Sw,541,False,,,,nan,nan,nan,,,nan,nan
64,PROCRASTINATION IS KEY!  FULL TIME RV!,youtube,www.youtube.com/watch?v=a-XHCW6cRfQ,a-XHCW6cRfQ,https://www.youtube.com/watch?v=a-XHCW6cRfQ,Travel & Events,6522,4715.0,5463.0,5833.0,6286.0,,1006,7.189499855041504,7.387899875640869,7.653800010681152,7.906199932098389,,800.0,896.0,942.0,989.0,,819,187,,,,,,,,,,,,,,,Lifestyle,2024-03-09 11:00,Untethered,6280.0,US,"Cars, Trucks & Racing",Mt-TcwCY_K6JpcY88mGlfg,1563,False,,,,nan,nan,nan,,,nan,nan
65,Ali Abdaal: The Productivity Expert on Eradicating Your Procrastination,youtube,www.youtube.com/watch?v=vHX130xs5M4,vHX130xs5M4,https://www.youtube.com/watch?v=vHX130xs5M4,Education,53544,10025.0,16514.0,21305.0,31893.0,50019.0,1006,1.358299970626831,1.282299995422363,1.264400005340576,1.169000029563903,1.029099941253662,320.0,468.0,563.0,727.0,942.0,969,37,,,,,,,,,,,https://www.facebook.com/106916630928712?brand_redir=DISABLE,,https://www.tiktok.com/@high_performance,attention deficit hyperactivity disorder,"Health,Knowledge",2024-01-15 06:00,High Performance,347000.0,GB,Entertainment,T4hFq01krOatjiSG7z3iag,4569,False,"Health & Fitness,Health & Fitness/Health",,,nan,nan,nan,,,nan,nan
66,A 1-Minute Prayer to Overcome Procrastination and Boost Your Productivity,youtube,www.youtube.com/watch?v=SMvqz_u6S_o,SMvqz_u6S_o,https://www.youtube.com/watch?v=SMvqz_u6S_o,Nonprofits & Activism,4971,2740.0,4170.0,4298.0,4465.0,4971.0,997,9.954999923706056,7.454699993133545,8.015299797058105,9.02750015258789,10.959699630737305,641.0,687.0,720.0,786.0,997.0,919,78,,,,,,,,,,,,,,,"Lifestyle,Religion",2024-01-26 02:00,Internet of Prayers,37400.0,US,People & Blogs,zA8LgH7uyDXDMiwkVYQ3Eg,47,False,,,,nan,nan,nan,,,nan,nan
67,Overcoming Procrastination and Embracing Forward Momentum,youtube,www.youtube.com/watch?v=NEyM7q-aH3E,NEyM7q-aH3E,https://www.youtube.com/watch?v=NEyM7q-aH3E,People & Blogs,8600,4382.0,5570.0,6395.0,8272.0,,991,6.285299777984619,6.1381001472473145,6.032599925994873,5.8744001388549805,,650.0,759.0,814.0,967.0,,952,39,,,,,,,,,,,https://www.facebook.com/223017514382683?brand_redir=DISABLE,leeharrisenergy,https://www.tiktok.com/@leeharrisenergy,,Religion,2024-03-09 03:05,LeeHarrisEnergy,333000.0,US,People & Blogs,hi8D8p41lA7ng4alum6J5Q,76,False,,,,nan,nan,nan,,,nan,nan
68,“The ‘Do It Now’ Strategy for Beating Procrastination and Boosting Productivity”,youtube,www.youtube.com/watch?v=VHg4BxprL-0,VHg4BxprL-0,https://www.youtube.com/watch?v=VHg4BxprL-0,Education,13280,6161.0,9066.0,10518.0,11833.0,12559.0,967,3.796400070190429,3.584800004959106,3.701999902725219,3.81820011138916,3.963900089263916,552.0,715.0,806.0,872.0,916.0,954,13,,,,,,,,,,,,,,,Health,2023-12-26 02:00,Motivax,63800.0,AE,People & Blogs,gA2PP1Icem2AdhYzuZ8YdA,61,False,,,,nan,nan,nan,,,nan,nan
69,ASMR: procrastination cuddles,youtube,www.youtube.com/watch?v=MSGy8YFt348,MSGy8YFt348,https://www.youtube.com/watch?v=MSGy8YFt348,People & Blogs,27460,12906.0,17434.0,18623.0,21428.0,26636.0,948,2.236599922180176,2.052599906921386,2.099499940872192,2.089400053024292,1.922000050544738,687.0,798.0,825.0,882.0,942.0,924,24,,,,,,,,,,,,,,"autonomous sensory meridian response,Instagram",Lifestyle,2024-02-09 20:00,Before Knightfalls,148000.0,US,Entertainment,OFQ5mWaf987GB6Jllnugww,850,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos/ASMR Videos",,,nan,nan,nan,,,nan,nan
70,😭 || Procrastinating.. || #procrastination || #gacha || 😔,youtube,www.youtube.com/watch?v=IE34z4MJLWA,IE34z4MJLWA,https://www.youtube.com/watch?v=IE34z4MJLWA,People & Blogs,10953,2803.0,3731.0,4361.0,5555.0,7795.0,945,5.374199867248535,5.117899894714355,5.200500011444092,5.298999786376953,5.117499828338623,354.0,422.0,474.0,574.0,730.0,873,72,,,,,,,,,,,,,,,"Entertainment,Film",2024-01-14 11:00,✨-Foxy_does_stuff-✨,82700.0,US,Gaming,fQQQ1Ftmg5dZ8POiIS73bw,5,False,,,,nan,nan,nan,,,nan,nan
71,"la procrastination, ennemi intérieur à éliminer",youtube,www.youtube.com/watch?v=cpFuryeernE,cpFuryeernE,https://www.youtube.com/watch?v=cpFuryeernE,People & Blogs,8850,548.0,2819.0,4517.0,8758.0,8850.0,896,0.232999995350837,0.048200000077486,9.607500076293944,5.281599998474121,5.532400131225586,3.0,3.0,907.0,902.0,896.0,896,0,,,,,,,,,,,,,,,Knowledge,2024-01-27 10:00,Stéphanie LUBRANO,64000.0,FR,General Interest,9ybaQ9CMEKxM2Y39Y-1BhA,365,False,,,,nan,nan,nan,,,nan,nan
72,situations Nowadays 😔...... procrastination has become habit now....@Ambitioussweta,youtube,www.youtube.com/watch?v=yp744VvO3Y8,yp744VvO3Y8,https://www.youtube.com/watch?v=yp744VvO3Y8,People & Blogs,31441,2676.0,3411.0,3851.0,5240.0,13832.0,891,1.8842999935150144,1.878900051116943,1.957000017166137,1.928200006484985,1.7719999551773071,119.0,141.0,156.0,195.0,451.0,840,51,,,,,,,,,,,,,,,"Lifestyle,Music of Asia",2023-12-22 06:57,Ambitious Sweta,66200.0,IN,Entertainment,aliyqRw6VaZm7sYNVrl2eg,8,False,Pop Culture & Entertainment,,,nan,nan,nan,,,nan,nan
73,❌ No More Procrastination ❌,youtube,www.youtube.com/watch?v=TFKfVzGW0D4,TFKfVzGW0D4,https://www.youtube.com/watch?v=TFKfVzGW0D4,Howto & Style,8977,4564.0,5682.0,6360.0,7896.0,,878,4.36359977722168,4.582200050354004,4.702099800109863,5.12309980392456,,470.0,578.0,631.0,805.0,,866,12,,,,,,,,,,,,jamila_musayeva,https://www.tiktok.com/@jamila_musayeva,,"Health,Lifestyle",2024-03-03 16:25,Jamila Musayeva,958000.0,GB,Fashion & Style,_JdSJJVKFla1Y57y1yLvVg,51,False,,,,nan,nan,nan,,,nan,nan
74,The Cure to Procrastination in 2024,youtube,www.youtube.com/watch?v=b8f39Hh0sJk,b8f39Hh0sJk,https://www.youtube.com/watch?v=b8f39Hh0sJk,People & Blogs,8012,2533.0,3934.0,4515.0,6359.0,7542.0,869,5.526999950408935,5.647500038146973,5.733099937438965,5.6774001121521,5.941199779510498,329.0,491.0,541.0,704.0,820.0,793,76,,,,,,,,,,,,troyiamonay,https://www.tiktok.com/@iamtroyiamonay,,Lifestyle,2024-01-06 23:47,Troyia Monay,140000.0,US,Business,cXpXoFaT_TeYzWXrpN-Q-g,814,False,,,,nan,nan,nan,,,nan,nan
75,Mind & Focus | How to get rid of Procrastination? | ہل جاؤ نہیں تو ہل جاؤ گے,youtube,www.youtube.com/watch?v=YVblHE4CsJI,YVblHE4CsJI,https://www.youtube.com/watch?v=YVblHE4CsJI,Education,9319,3961.0,4890.0,5413.0,6522.0,8362.0,867,5.242599964141846,5.135600090026855,5.179800033569336,5.181700229644775,5.149499893188477,488.0,555.0,586.0,659.0,788.0,704,163,,,,,,,,,,,https://www.facebook.com/376722666395537?brand_redir=DISABLE,hishamsarwar,https://www.tiktok.com/@hishamsarwar172,,Society,2024-01-15 15:22,Hisham Sarwar,1090000.0,PK,People & Blogs,w3jwyEmeiRdkS22sOjMsSA,651,True,,,,nan,nan,nan,,,nan,nan
76,Work procrastination 🫠 #careeradvice #worklife #jobsearch,youtube,www.youtube.com/watch?v=0Jld_4B-q8c,0Jld_4B-q8c,https://www.youtube.com/watch?v=0Jld_4B-q8c,Education,48906,,,242.0,244.0,,830,,,,,,,,7.0,7.0,,826,4,,,,,,,,,,,https://www.facebook.com/87877000648?brand_redir=DISABLE,monster,,,Lifestyle,2024-02-28 02:18,Monster,16500.0,US,Entertainment,9FZA3OH1JcU1jD3j5cqBiQ,6,False,,,,nan,nan,nan,,,nan,nan
77,My advice for procrastination | PirateSoftware Clips,youtube,www.youtube.com/watch?v=w9hyProO3tY,w9hyProO3tY,https://www.youtube.com/watch?v=w9hyProO3tY,Gaming,15983,15983.0,,,,,821,2.1582999229431152,,,,,821.0,,,,,778,43,,,,,,,,,,,,,,YouTube,"Action-adventure game,Action game,Role-playing video game,Strategy video game,Video game culture",2024-02-21 21:18,PirateClips,,US,Gaming,cxIjggyWC3L9QqXXhs2NMA,80,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Video Games",,,nan,nan,nan,,,nan,nan
78,FlossTube 143 - The twin evils of procrastination and obsession,youtube,www.youtube.com/watch?v=BahJKsZqcZQ,BahJKsZqcZQ,https://www.youtube.com/watch?v=BahJKsZqcZQ,People & Blogs,5968,3652.0,4464.0,4833.0,5508.0,5968.0,787,6.500400066375732,6.690299987792969,6.883999824523926,7.022500038146973,7.166800022125244,565.0,666.0,702.0,762.0,787.0,738,49,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-02-11 13:27,MommaLovesYouGB Michelle,12800.0,US,Home & DIY,Si1BKngHYs18yvMMzugcRA,1649,False,,,,nan,nan,nan,,,nan,nan
79,"Conquer Procrastination, Achieve Success: The Path to a Fulfilling Life",youtube,www.youtube.com/watch?v=Ctg0Naxvs3w,Ctg0Naxvs3w,https://www.youtube.com/watch?v=Ctg0Naxvs3w,People & Blogs,29630,,,8599.0,10073.0,12314.0,779,,,1.018300056457519,1.089499950408935,1.162700057029724,,,183.0,214.0,262.0,779,0,,,,,,,,,,,,,,,,2024-01-19 15:57,MellowFlow App,,,,Tuju7kxuCldPnowkiMMgwA,33,False,People & Lifestyles,,,nan,nan,nan,,,nan,nan
80,Procrastination,youtube,www.youtube.com/watch?v=GEPJ6zQu-A4,GEPJ6zQu-A4,https://www.youtube.com/watch?v=GEPJ6zQu-A4,Nonprofits & Activism,12694,4448.0,11178.0,11384.0,11624.0,,737,3.286600112915039,2.462199926376342,2.576999902725219,2.706199884414673,,345.0,611.0,619.0,626.0,,726,11,,,,,,,,,,,https://www.facebook.com/337637849618668?brand_redir=DISABLE,,,,,2024-03-02 01:34,First Bible Baptist Church,2870.0,US,General Interest,nRyW3E83DvaBwVYPNq290A,47,False,Pop Culture & Entertainment,,,nan,nan,nan,,,nan,nan
81,Procrastination. The reason why you won’t do the dishes #science,youtube,www.youtube.com/watch?v=lykEHbLm5Go,lykEHbLm5Go,https://www.youtube.com/watch?v=lykEHbLm5Go,People & Blogs,5930,2512.0,4321.0,4791.0,5352.0,5765.0,737,6.420199871063232,5.654799938201904,5.892199993133545,6.506100177764893,6.843599796295166,379.0,540.0,590.0,679.0,722.0,712,25,,,,,,,,,,,,,,,"Entertainment,Health",2024-01-27 20:16,Modern Day Eratosthenes,44400.0,US,Science & Tech,H9cogm-CFVxzvFi9LaGChQ,61,False,,,,nan,nan,nan,,,nan,nan
82,"⏰ Time management / procrastination / Crack exams like UPSC, JEE , CA with these basic techniques",youtube,www.youtube.com/watch?v=SblhZQY-Aks,SblhZQY-Aks,https://www.youtube.com/watch?v=SblhZQY-Aks,Education,6558,3094.0,3762.0,4030.0,4688.0,5808.0,735,6.3403000831604,6.290599822998047,6.553699970245361,6.530600070953369,6.341400146484375,461.0,523.0,552.0,597.0,674.0,543,192,,,,,,,,,,,,,,,Knowledge,2024-01-04 16:01,Aastroind🌕,23900.0,IN,People & Blogs,hpWwCaQT5724IrYuOEj0hQ,1180,False,,,,nan,nan,nan,,,nan,nan
83,How to Beat Procrastination #shorts #andrewhuberman #chriswilliamson,youtube,www.youtube.com/watch?v=ASi1D3dcvGU,ASi1D3dcvGU,https://www.youtube.com/watch?v=ASi1D3dcvGU,Education,14701,,,3231.0,4204.0,14244.0,698,,,1.377200007438659,1.939499974250793,2.578000068664551,,,93.0,159.0,672.0,692,6,,,,,,,,,,,,,,,Health,2024-01-14 00:00,Discipline Delta,,,,MYd_RijpVSbF2Baw6xyfqQ,60,False,,,,nan,nan,nan,,,nan,nan
84,3 MINUTES GET RID OF LAZINESS IN! - The Scientific Rule for Killing the Habit of Procrastination,youtube,www.youtube.com/watch?v=LNS4Qkop964,LNS4Qkop964,https://www.youtube.com/watch?v=LNS4Qkop964,Science & Technology,16310,,,1001.0,1915.0,6625.0,677,,,1.911999940872192,2.142299890518188,2.325999975204467,,,40.0,80.0,282.0,664,13,,,,,,,,,,,,,,,"Health,Society",2024-01-21 16:47,How.,,,,bS8LQ9Q4fthFdROOnOEfPw,199,False,,,,nan,nan,nan,,,nan,nan
85,How To Beat Procrastination In 3 Steps,youtube,www.youtube.com/watch?v=shCH0EV4qJw,shCH0EV4qJw,https://www.youtube.com/watch?v=shCH0EV4qJw,Education,10924,3800.0,5012.0,6554.0,9501.0,10924.0,664,3.361299991607666,3.32829999923706,3.225100040435791,3.1735999584198,3.303499937057495,304.0,372.0,446.0,594.0,664.0,642,22,,,,,,,,,,,,,,procrastination,Lifestyle,2024-02-02 23:34,Alexis Kingsley,51500.0,US,Science & Tech,ZgNB0DO5AJ6awbw9tgiwoQ,429,False,Health & Fitness,,,nan,nan,nan,,,nan,nan
86,You don't need to be strong to beat procrastination,youtube,www.youtube.com/watch?v=iJvrB1w5ISU,iJvrB1w5ISU,https://www.youtube.com/watch?v=iJvrB1w5ISU,Howto & Style,5063,,,1048.0,1495.0,,659,,,4.477000236511231,5.228899955749512,,,,99.0,154.0,,610,49,,,,,,,,,,,,,,,"Health,Knowledge",2024-02-21 06:38,Turtles can fly,,,,mpRT-gSpH3_u7Xhw8825RA,1191,False,,,,nan,nan,nan,,,nan,nan
87,How To End Procrastination @itschrisdiaz,youtube,www.youtube.com/watch?v=6MwEPzn4Hms,6MwEPzn4Hms,https://www.youtube.com/watch?v=6MwEPzn4Hms,Education,8021,4701.0,5781.0,6498.0,7425.0,,644,3.298099994659424,3.575999975204467,3.807199954986572,4.074600219726562,,369.0,461.0,522.0,596.0,,631,13,,,,,,,,,,,,quaz_quaz,https://www.tiktok.com/@quazijohir,,Entertainment,2024-02-25 22:56,Quazi Johir,696000.0,US,Science & Tech,K5-hzSvMAPSSo2vH_LtNKw,56,False,,,,nan,nan,nan,,,nan,nan
88,"Libérez-vous de la procrastination, et soyez prêts pour les rendez-vous de Dieu",youtube,www.youtube.com/watch?v=jbmMFDpV2oA,jbmMFDpV2oA,https://www.youtube.com/watch?v=jbmMFDpV2oA,Education,6282,4772.0,5339.0,5597.0,6127.0,6282.0,638,3.629300117492676,4.1528000831604,4.599199771881104,5.08050012588501,5.549699783325195,407.0,490.0,538.0,607.0,638.0,617,21,,,,,,,,,,,https://www.facebook.com/922189381186094?brand_redir=DISABLE,,,,Religion,2024-01-28 11:01,David Théry École de Ministère Surnaturel,74600.0,FR,Education,IeZMNJn3XrwOYhFPY548dA,49,False,,,,nan,nan,nan,,,nan,nan
89,Are you clapping? 👏🥲 THIS QUOTE 👇 changed everything for me…👇 “Procrastination is the arrogance tha,youtube,www.youtube.com/watch?v=SZKgsU4cr1w,SZKgsU4cr1w,https://www.youtube.com/watch?v=SZKgsU4cr1w,People & Blogs,12106,3777.0,11306.0,11778.0,11977.0,12106.0,636,2.568700075149536,2.385299921035766,2.506500005722046,2.684600114822387,2.870800018310547,228.0,596.0,617.0,627.0,636.0,625,11,,,,,,,,,,,,,,,Lifestyle,2024-01-26 17:12,Tech Unicorn,14500.0,CA,General Interest,8jn9cfrj46p59JKdq_J1Zw,19,False,,,,nan,nan,nan,,,nan,nan
90,সাদাকায়ন : আজ যা করতে পারি তা আজই করব #procrastination #lazy #lazyness #আলস্য #দীর্ঘসূত্রিতা,youtube,www.youtube.com/watch?v=UfvxFHDl3ic,UfvxFHDl3ic,https://www.youtube.com/watch?v=UfvxFHDl3ic,Nonprofits & Activism,12948,3532.0,4801.0,5614.0,8268.0,12948.0,634,3.373399972915649,3.213900089263916,3.170500040054321,2.98959994316101,2.675699949264526,280.0,341.0,372.0,482.0,634.0,613,21,,,,,,,,,,,,,,,Knowledge,2024-01-28 11:00,Gurujee Shahid El-Bukhari Mahajataq,42300.0,BD,General Interest,NmuHi_Fj111Kwysoy0vtUg,1153,False,,,,nan,nan,nan,,,nan,nan
91,PROCRASTINATION THOUGHTS #shorts,youtube,www.youtube.com/watch?v=SL_KQFuLOXc,SL_KQFuLOXc,https://www.youtube.com/watch?v=SL_KQFuLOXc,Entertainment,8447,1697.0,2324.0,2652.0,3709.0,6912.0,621,5.416299819946289,4.906499862670898,5.015600204467773,4.894499778747559,4.261199951171875,216.0,252.0,278.0,354.0,539.0,568,53,,,,,,,,,,,,,,,,2024-01-20 18:00,Ha Sa,178000.0,US,Entertainment,UciuqNOtbmUv9Q166Ynb8A,53,False,,,,nan,nan,nan,,,nan,nan
92,Classical music that plays in my head when... | #classicalmusic #procrastination,youtube,www.youtube.com/watch?v=umVZltpgpPA,umVZltpgpPA,https://www.youtube.com/watch?v=umVZltpgpPA,Music,9090,,,1875.0,2196.0,8434.0,619,,,4.669899940490723,5.020800113677978,3.816200017929077,,,183.0,215.0,589.0,592,27,,,,,,,,,,,https://www.facebook.com/605037506206405?brand_redir=DISABLE,halidonmusic,https://www.tiktok.com/@halidonmusic,,"Classical music,Music",2024-01-18 11:11,HALIDONMUSIC,4230000.0,IT,Music & Dance,yOfqgtsQaM3S-VZnsYnHjQ,60,False,,,,nan,nan,nan,,,nan,nan
93,I Gave Advice To A 10 Year Old On Procrastination,youtube,www.youtube.com/watch?v=DTpenwZ1tLk,DTpenwZ1tLk,https://www.youtube.com/watch?v=DTpenwZ1tLk,Education,9775,6182.0,7188.0,7789.0,8609.0,9775.0,606,3.235199928283691,3.229399919509887,3.311000108718872,3.377500057220459,3.387700080871582,470.0,513.0,539.0,567.0,606.0,571,35,,,,,,,,,,,,,,,Lifestyle,2024-01-28 17:43,VonTooCut,339000.0,US,"Health, Fitness & Self Help",x8copRIfI1DmBGgWxWyDxQ,7627,True,,,,nan,nan,nan,,,nan,nan
94,Folding Laundry w/ ADHD #ADHD #ADHDTikTok #ADHDProbs #Neurodivergent #Laundry #Procrastination #fyp,youtube,www.youtube.com/watch?v=BQuURQMGzuU,BQuURQMGzuU,https://www.youtube.com/watch?v=BQuURQMGzuU,People & Blogs,7037,,6728.0,6734.0,6781.0,7037.0,603,,3.865799903869629,4.089000225067139,4.349299907684326,4.657100200653076,,580.0,581.0,581.0,603.0,582,21,,,,,,,,,,,,,,,Entertainment,2024-02-15 02:07,Extrovergent - ADHD Brain,,,,_6u8uIS2PoiqvuSZnafGCw,24,False,,,,nan,nan,nan,,,nan,nan
